Profile ID;Organisation;Location;Work Category;
16532;Shantiniketan;Maharashtra, Mumbai - Vasai;Senior Citizens;
36602;Shantiniketana Educational & Welfare Trust;Karnataka, Bangalore;Children - Education , Social Welfare;
3082;Shantipur Leprosy Hospital 1;Chhattisgarh, Raipur;Social Welfare , Social Welfare;
20276;Shara International;Orissa, Bhubaneshwar;Social Welfare;
16838;sharadchandra foundation;Maharashtra, Nanded;Art and Culture , Consumer Rights , Family Welfare;
4300;Sharamik Vidyapeeth;Gujarat, Baroda;Children;
10144;Sharan;Delhi, Delhi;Children - Street Children , De-addiction;
31982;Sharanalaya Trust;Tamil Nadu, Trichy;Children - Early Intervention , Education - Literacy , Holistic Development;
23336;Sharda Bal Niketan Shiksha Samiti Bagdi Tonk;Rajasthan, Jaipur;Children - Education;
34414;Sharda Devi Nevatia Foundation;West Bengal, Calcutta;Disabilities , Medical - Health;
40654;Sharda Dhmavantri Charitable Hospital;Karnataka, Sirigeri;Medical - Services , Rural Development;
3344;Sharda Mandir Trust;Goa, Panjim;Children - Education , Children - Education;
3546;Shardaben Hospital;Gujarat, Ahmedabad;Social Welfare;
15154;shardha sevabhavi sanstha;Maharashtra, Mumbai, Kandivali (E);Children - Education , Vocational Training , Women;
9584;Share;Delhi, Delhi;Children - Education;
24398;Share & Care - Organisation;Tamil Nadu, Chenjee;Human Rights , Legal Aid , Rural Development;
32860;SHARE (Society for Help in Acute Road Emergencies);Uttar Pradesh, Agra;Right to Information ( RTI ) , Roads & Traffic;
26048;Share and Care Children’s Welfare Society;Tamil Nadu, Chennai;Children - Education , Medical - Health , Women;
30856;Share Edu Rural Among Peoples Health Society;Tamil Nadu, Thiruvallur;Social Welfare , Social Welfare;
26876;Share in Asia;Tamil Nadu, Coimbatore;Children - Education , Social Welfare;
13454;Share Your Care;Maharashtra, Mira Road;Medical - Services;
24470;Sharing Hands Trust;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
2418;sharing india;Bihar, Patna;Children - Street Children , Communal Harmony , Corruption;
33534;Sharnam Sewa Samiti;Uttar Pradesh, Lucknow;Community Development , Human Trafficking , Social Welfare;
27056;SHARON EKKLESIA MISSION;Tamil Nadu, Coonoor;Children - Orphanages , Community Development , Social Welfare;
39626;Sharon Religious, Social, Educational & Charitable Trust;Karnataka, Kolar (KGF);Community Development , Education - Literacy , Women;
10966;Sharp Developments;Delhi, Delhi;Environment , Rural and Urban Development , Social Welfare;
32604;Sharp Educational Trust;Tamil Nadu, Villipuram;Children - Education , Social Welfare;
30750;Sharp Rural Development Sevalaya;Tamil Nadu, Theni;Social Welfare , Social Welfare;
23506;sharsti sansthan;Rajasthan, Jodhpur;Animal Welfare;
14762;Shartul Gurukul Centre;Maharashtra, Mumbai, Ghatkopar (W);Medical - Mental Health;
33842;shashwat sahbhagi sansthan;Uttar Pradesh, Sitapur;Community Development , Community Development;
33612;SHASHWAT-JIGYASA;Uttar Pradesh, Lucknow;Disabilities - Mentally - Challenged , Disabilities - Physically - Challenged , Environment;
9586;Shastri Indo-Canadian Institute;Delhi, Delhi;Children - Education;
13810;Shastri Memorial Foundation;Maharashtra, Mumbai, Bandra (W);Social Welfare;
25426;Shastri Nagar Indira Gandhi Samuga Nala;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
3616;Shatayu;Gujarat, Ahmedabad;Medical - Health;
39496;Shatha Shrunga Seva Sadan;Karnataka, Kolar (KGF);Children - Education;
1042;shathavahana educational society;Andhra Pradesh, Karimnagar;Children - Education , Environment;
2604;Shaurya Samriddhi Seva Samiti;Bihar, Patna;Rural Development;
890;She Foundation;Andhra Pradesh, Hyderabad;Art and Culture , Children , Children - Street Children;
26278;SHEE;Tamil Nadu, Chennai;Children , Women;
11186;Sheeba;Madhya Pradesh, Bareli;Children - Education , Medical - Health;
33844;SHEEBA PUBLIC WELFARE SOCIETY;Uttar Pradesh, Sitapur;Business - International Trade , Business - NGO Products , Medical - Services;
40900;Shefins Educational Trust;Karnataka, Udupi;Children - Education , Education - Slow Learners , Self - Employment;
18788;Shehna Counselling;Maharashtra, Thane;Disabilities - Mentally - Challenged , Medical - Mental Health;
31474;Sheilas Unit for Health and Social Affairs;Tamil Nadu, Thiruvarur;Social Welfare , Social Welfare;
18920;Shejarchaya;Maharashtra, Thane;Rural Development;
18928;Shejarchhaya;Maharashtra, Thane;Children , Women;
33050;shekhar kalyan samiti;Uttar Pradesh, Basti;Education - Slow Learners , Environment , Family Welfare;
18112;shekharrock;Maharashtra, Pune;Art and Culture , Audio Visual Resource Centre;
9588;Shekhavasi Trust;Delhi, Delhi;Social Welfare;
9590;Shekhavati Vikas Nidhi;Delhi, Delhi;Social Welfare;
26878;Shekinah Foundation;Tamil Nadu, Coimbatore;Children - Education , Social Welfare;
37274;Shekinah Gospel Prayer Fellowship;Karnataka, Bangalore;Children - Education , Social Welfare;
26880;Shelter;Tamil Nadu, Coimbatore;Social Welfare , Social Welfare;
25428;Shelter And Housing Activity As Rehabilitation for Leprosy Patients & Staff;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
4076;SHELTER CARE FOUNDATION;Gujarat, Ahmedabad;Children , Children - Education;
16372;Shelter Don Bosco;Maharashtra, Mumbai, Wadala;Art and Culture , Children - Education , Children - Street Children;
14474;Shelter Don Bosco Drop-in-Centre;Maharashtra, Mumbai, Dadar (W);Children - Education , Medical - Health;
15646;Shelter Don Bosco Research and Documentation Centre;Maharashtra, Mumbai, Matunga (E);Children , Children - Street Children;
13418;Shelter Don Bosco Therapeutic Community;Maharashtra, Lonavala;Capacity Building , De-addiction , Health - Yoga;
28062;Shelter Trust;Tamil Nadu, Kanchipuram;Social Welfare , Social Welfare;
24488;Shelter Trust;Tamil Nadu, Chennai;Children - Education , Social Welfare;
2222;shelterfoundation;Bihar, Gaya;Agriculture , Community Development;
11128;shelterfoundation;Delhi, Delhi;Social Welfare , Volunteer Management;
29292;SHEPHERD;Tamil Nadu, Madurai;Disabilities , Medical - Health , Women;
130;Shepherd Widow's Home;Maharashtra, Mumbai, Byculla (E);Women;
33730;Shepherd’s Educational Society;Uttar Pradesh, Moradabad;Children - Education , Rural Development , Women - Widows;
38190;Sherman Hostel;Karnataka, Belgaum;Social Welfare;
38192;Sherman School	.;Karnataka, Belgaum;Children - Education , Trusts;
2614;Sherwood Kalyan SAMITI;Bihar, Patna;Children - Education , Empowerment , Social Welfare;
3716;Sheth Vadilal Sarabhao Genral Hospital;Gujarat, Ahmedabad;Children;
18216;sheti pariwar kalyan sanstha;Maharashtra, Sangli;Environment;
20594;SHEVA;Orissa, Cuttack;Blood donation , Children - Education , Social Welfare;
4620;Shieth Khushalchand Charitable Medical Trust;Gujarat, Baroda;Medical - Health;
34196;shikchadaan;West Bengal, Asansol;Children - Education;
6184;Shikhar Chetna Sangathan;Haryana;Children , Community Development , Women;
23380;shikhar development and research institute;Rajasthan, Jaipur;Community Development , Community Development;
6378;SHIKHAR INDIA GROUP;Haryana, Others;Business - NGO Products , Family Welfare , Women - Widows;
2908;Shikhar Yuwa Manch;Chhattisgarh;Social Welfare , Social Welfare;
11702;Shiksha Avam Gramin Vikas Kendra;Madhya Pradesh, Dhar;Children - Education , Social Welfare;
35908;Shiksha Evam Kalyan Samiti;Jharkhand, Others;Children - Education , Rural Development , Social Welfare;
35910;SHIKSHA EVAM KALYAN SAMITI;Jharkhand, Others;Children - Education , Rural Development , Rural Development;
35912;Shiksha Evam Kalyan Samiti;Jharkhand, Others;Education - Literacy , Rural Development , Social Welfare;
4148;Shikshan Ane Samaj Kalyan Kendra;Gujarat, Amreli;Education - Literacy , Medical - Heart , Women;
9592;Shikshan Kalyan Parishad	 -;Delhi, Delhi;Children - Education;
40634;Shikshana Prasarak Samithi;Karnataka, Siddapura;Children - Education;
17882;Shikshana Prasaraka Mandali;Maharashtra, Pune;Children - Education;
23920;Shikshantar;Rajasthan, Udaipur;Children - Education;
23474;Shikshit Rojgar Kendra Prabandhak Samiti;Rajasthan, Jhunjhunu;Rural Development , Youth;
12660;shilohtinytots@gmail.com;Maharashtra, Ambernath;Children - Education , Community Development;
33630;Shilp Sadhana;Uttar Pradesh, Lucknow;Social Welfare;
21404;Shilpee Shree;Orissa, Nayagarh;Social Welfare;
23366;shilpi handicraft;Rajasthan, Jaipur;Art and Culture;
40624;SHIMOGA DISTRICT PHYSICALLY HANDICAPPED WELFARE SANGHA [Regd];Karnataka, Shimoga;Capacity Building , Disabilities , Disabilities - Hearing - Challenged;
38348;Shimoga Don Bosco society;Karnataka, Bhadravathi;Children - Education;
40592;Shimoga Multipurpose Social Service Society;Karnataka, Shimoga;Social Welfare , Trusts;
7056;Shin Shiva Charitable Trust;Delhi, Delhi;Social Welfare;
2100;SHINE;Assam;Self - Employment , Vocational Training , Women;
35674;Shingoo Educational & Wealfare Association Kaksar, Kargil;Jammu and Kashmir, Others;Human Rights , Rural and Urban Development , Self Help Groups;
10804;Ship for World Youth Alumni Association–India - SWYAA;Delhi, Delhi;Disabilities , Empowerment , Youth;
5642;shir kuldevi pasu paxi vikas panjrapole trust;Gujarat, Rajkot;Animal Welfare , Children , Women;
40594;Shirabhadra Trust;Karnataka, Shimoga;Medical - Services;
7058;Shirdi Sai Baba Manav Sewa Samiti;Delhi, Delhi;Community Development;
16920;Shirdisainath B.S. Sanstha;Maharashtra, Nasik;Children , Empowerment , Medical - Hospital;
36858;Shirlyx Foundation;Karnataka, Bangalore;Children - Education , Community Development , Environment;
4508;Shishu Gruh;Gujarat, Baroda;Children;
4670;Shishu Palak Vrund;Gujarat, Baroda;Children;
13692;Shishu Prem Samaj;Maharashtra, Mumbai, Andheri (W);Children - Education , Disaster Management , Medical - Health;
1952;Shishu Saraothi;Assam, Guwahati;Social Welfare;
11130;Shisir Charitable Society;Delhi, Others;Social Welfare;
11400;Shiv Kalyam Evam Shikshan Samiti;Madhya Pradesh, Bhopal;Children - Education , Social Welfare;
9594;Shiv Niketan Education Society;Delhi, Delhi;Children - Education;
22290;Shiv Ram Lajwanti Manchanda Memorial Arya Samaj;Punjab, Jallandhar;Social Welfare , Social Welfare;
13774;Shiv Sankalp;Maharashtra, Mumbai, Bandra (E);Social Welfare;
11774;Shiv Santosh Sewa Parishad;Madhya Pradesh, Gwalior;Social Welfare , Social Welfare;
4310;Shiv Shakti Chetana Kendra;Gujarat, Baroda;Medical - Research Centre;
17272;Shiv Shakti Jagruti and Vikash Manch;Maharashtra, Panvel;Rural and Urban Development , Social Welfare , Spiritual Development;
17294;Shiv Shakti Jagruti and Vikash Manch;Maharashtra, Panvel;Children - Education , Rural and Urban Development , Spiritual Development;
4230;Shiv Shakti Kelavni Mandal;Gujarat, Anand;Children - Education , Social Welfare;
22354;Shiv Shakti Kusht Ashram;Punjab, Mandi Govindgarh;Social Welfare , Social Welfare;
33224;shiv shiksha samit;Uttar Pradesh, Haldwani;Education - Literacy , Human Trafficking , Rural Development;
23344;Shiv Shiksha Samiti;Rajasthan, Jaipur;Education - Literacy;
12460;Shiv Shiksha Samiti Churhat;Madhya Pradesh, Siddhi;Social Welfare , Social Welfare;
23044;Shiv Shikshan Sansthan;Rajasthan, Jaipur;Education - Literacy;
22268;shiv yog centre;Punjab, Jallandhar;Health - Yoga , Medical - Alternative Therapies , Medical - Naturopathy;
18724;Shiv-Jagruti Seva Sanstha;Maharashtra, Thane;Agriculture , Education - Literacy , Education - Slow Learners;
15962;Shiva DMD Health & Education Trust;Maharashtra, Mumbai, Powai;Disabilities - Physically - Challenged , Mentoring;
35584;Shiva Gram Udyog Mandal;Jammu and Kashmir, Kathua;Social Welfare , Social Welfare;
11760;Shiva Mission Nyas (Trust) (registered) Gwalior;Madhya Pradesh, Gwalior;Children - Education , Holistic Development , Social Welfare;
19764;Shiva shakti People Development Communication;Orissa, Balasore;Social Welfare;
15398;Shivaji Park Lions School for Hearing Handicapped;Maharashtra, Mumbai, Mahim (W);Disabilities - Hearing - Challenged;
23338;Shivaji Sanstha;Rajasthan, Jaipur;Social Welfare;
11524;Shivam Foundation Samiti;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
33406;shivam Gramodyog Seva Sansthan;Uttar Pradesh, Lucknow;Health - Yoga , Holistic Development , Microfinance;
14878;shivam mitra mandal;Maharashtra, Mumbai, Goregaon (E);Business - NGO Products , Trusts , Youth;
35564;Shivam Women and Children Welfare Society;Jammu and Kashmir, Jammu;Social Welfare , Social Welfare;
34014;shivang education society;Uttaranchal, Dehradun;Children - Education , Children - Orphanages , Children - Street Children;
11726;Shivangi Education and Rural Development Society;Madhya Pradesh, Guna;Children - Education , Social Welfare;
26882;Shivanjali Trust;Tamil Nadu, Coimbatore;Social Welfare , Social Welfare;
39656;Shivapadma Vidya Samsthe;Karnataka, Koppal;Children - Education;
23698;shivashish  jan seva samiti;Rajasthan, Others;Education - Literacy , Institution , Vocational Training;
22612;shivashish jan seva samiti;Rajasthan, Alwar;Children - Education , Vocational Training , Women - Widows;
7060;Shivi Development Society;Delhi, Delhi;Social Welfare;
16852;SHIVKRUPA;Maharashtra, Nanded;Agriculture , Business - Technical , Children;
38444;Shivleela Women's Welfare Association;Karnataka, Bidar;Social Welfare;
12450;Shivpuri Zila Seva Sangh;Madhya Pradesh, Shivpuri;Social Welfare , Social Welfare;
13672;Shivraj Patil Charitable Trust;Maharashtra, Mumbai, Andheri (W);Children - Education , Children - Street Children , Disabilities - Physically - Challenged;
12736;shivshakti gramin bahuudheshiya sanstha,shirala;Maharashtra, Amravati;Blood donation , Children - Education , Medical - HIV / AIDs;
16708;SHIVSHAKTI VAHUDDESIYA SANSTHA;Maharashtra, Nagpur;Behavioural Sciences , Children - Education , Empowerment;
18950;Shivtirth Shikshan Sanskrutik Krida Sanstha;Maharashtra, Ulhasnagar;Blood donation , Environment , Medical - Health;
14864;Shloka Missionaries;Maharashtra, Mumbai, Goregaon (E);Children - Education , Children - Slums , Children - Street Children;
17566;Shobhana Foundation;Maharashtra, Pune;Children , Women;
7204;Shodh;Delhi, Delhi;Capacity Building , Children - Street Children , Medical - HIV / AIDs;
34434;SHOHAN;West Bengal, Calcutta;Art and Culture , Urban Development;
7340;shOObh Group Welfare Society;Delhi, Delhi;Animal Welfare , Art and Culture , Children;
13558;Shop for Change;Maharashtra, Mumbai, Andheri (E);Agriculture , Sustainable Development;
2542;Shoshit Seva Sangh;Bihar, Patna;Children - Education , Community Development , Medical - Services;
2512;Shoshit Seva Sangh;Bihar, Patna;Education - Literacy , Empowerment;
2384;Shoshit Seva Sangh;Bihar, Patna;Children - Education;
12246;Shoshit Sewa Sansthan;Madhya Pradesh, Mandla;Social Welfare , Social Welfare;
11268;shoulder vikas yuva manch;Madhya Pradesh, Bhopal;Agriculture , Government , Rural and Urban Development;
18844;Shourya Foundation Trust;Maharashtra, Thane;Social Welfare , Youth;
16422;Shraddha Charitable Trust;Maharashtra, Mumbai, Warden Road;Disabilities - Mentally - Challenged;
6120;Shraddha Charitable Trust;Gujarat, Valsad;Social Welfare , Social Welfare;
13946;Shraddha Rehabilitation Foundation;Maharashtra, Mumbai, Borivali (W);Disabilities - Mentally - Challenged;
37938;Shraddha Trust;Karnataka, Bangalore;Children - Education;
668;Shraddhanjali Trust;Andhra Pradesh, Hyderabad;Communal Harmony , Donors , Social Welfare;
21916;Shradha;Orissa, Rourkela;Children - Child Guidance Clinic;
23986;Shradha Sadan;Rajasthan, Udaipur;Women;
12422;Shram Niketan Sansthan;Madhya Pradesh, Shadol;Social Welfare , Social Welfare;
17580;SHRAMA SEVA NYAS;Maharashtra, Pune;Urban Development;
34410;Shramajivee Mahila Samity;West Bengal, Calcutta;Women;
38194;Shramik Abhivuradhi Sangh;Karnataka, Belgaum;Social Welfare;
33350;Shramik Bharti;Uttar Pradesh, Kanpur;Community Development , Empowerment , Sustainable Development;
13440;shramik janata vikas sanstha;Maharashtra, Medha;Community Development , Education - Slow Learners , Self - Employment;
15738;Shramik Naari Sangh;Maharashtra, Mumbai, Mulund (W);Women;
892;ShramikaVikasa Kendram;Andhra Pradesh, Hyderabad;Children , Children;
3000;Shramjeevi Vikas Manch;Chhattisgarh, Mahasamund;Social Welfare , Social Welfare;
18288;Shramjivi Janata Sahayyak Mandal;Maharashtra, Satara;Agriculture , Rural Development , Women;
38310;Shravana Rural Dev.Medical Foundation & Rehabilition Welfare Asso.;Karnataka, Bellary;Social Welfare;
39004;Shravanabelagola Digambara Jain Mutt Institutions Trust;Karnataka, Hassan;Social Welfare;
9596;Shree Adya Katyayani Shaktipeeth	Mandir Trust, -;Delhi, Delhi;Children - Education;
39728;Shree Aksha Yanikethana Trust;Karnataka, Mandya;Social Welfare;
12580;Shree Amrutvahini Gramvikas Mandal;Maharashtra, Ahmednagar;Children - Education , Medical - Mental Health , Women;
5830;Shree Arvalli Group Kelvani Mandal;Gujarat, Sabarkantha;Children - Education , Social Welfare;
